County,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116” DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAND ROVER RANGE ROVER,LEXUS NX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,WORKHORSE E-GEN PLUG IN HYBRID,XOS MDXT,XOS SV01,Grand Total
Jackson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,24.0
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,1.0,5.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,76.0
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,26.0
Jefferson,,1.0,,,1.0,,,3.0,3.0,,,,,1.0,3.0,1.0,6.0,1.0,,1.0,2.0,2.0,,9.0,,,,,2.0,6.0,,22.0,9.0,,,14.0,15.0,,,1.0,,,2.0,,,2.0,4.0,11.0,,7.0,5.0,,2.0,,1.0,,,1.0,,2.0,2.0,,,3.0,,,3.0,,1.0,1.0,,,,,,1.0,5.0,12.0,,12.0,,3.0,1.0,,,2.0,1.0,1.0,,,6.0,1.0,,1.0,,,,,,,1.0,3.0,7.0,,1.0,,,,,,,1.0,,2.0,8.0,,,,,,,1.0,,,6.0,2.0,,,,,,1.0,2.0,112.0,39.0,27.0,115.0,,,2.0,1.0,5.0,,5.0,1.0,,5.0,1.0,,1.0,,,2.0,2.0,2.0,,,,,1102.0
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Jim Wells,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,12.0,4.0,2.0,4.0,,,1.0,,,,,,,4.0,,,,,,,,,,,,,100.0
Johnson,,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,4.0,5.0,,1.0,5.0,,,2.0,2.0,,3.0,,,,,2.0,3.0,1.0,3.0,13.0,,,28.0,15.0,,,,,,5.0,,1.0,10.0,6.0,19.0,,11.0,40.0,,2.0,,1.0,,,,,1.0,1.0,,,4.0,,,12.0,,7.0,,,,,,,2.0,7.0,34.0,,13.0,1.0,10.0,,,1.0,1.0,,,1.0,,3.0,,,1.0,4.0,,,,1.0,4.0,1.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,5.0,,8.0,17.0,,,,1.0,,1.0,3.0,7.0,9.0,6.0,8.0,1.0,,2.0,,,2.0,5.0,249.0,47.0,33.0,140.0,,,2.0,1.0,13.0,,5.0,,,17.0,1.0,,,,,,3.0,4.0,,,,,1800.0
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,34.0
Karnes,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,42.0
Kaufman,,,1.0,,3.0,1.0,2.0,3.0,4.0,6.0,,,,5.0,12.0,,7.0,3.0,,,2.0,3.0,,6.0,1.0,,,,2.0,9.0,3.0,17.0,24.0,,,25.0,13.0,,1.0,,,,3.0,,1.0,7.0,4.0,14.0,,14.0,46.0,,4.0,,1.0,,1.0,1.0,,,1.0,,,3.0,,,4.0,,9.0,1.0,,2.0,,,,4.0,17.0,40.0,2.0,10.0,1.0,7.0,,,2.0,2.0,1.0,1.0,,,4.0,1.0,,1.0,3.0,,,1.0,2.0,,2.0,1.0,4.0,,,,,,,,,2.0,,12.0,16.0,,,,2.0,,1.0,4.0,,86.0,2.0,2.0,,,,,,4.0,,277.0,53.0,18.0,239.0,,,3.0,2.0,14.0,,2.0,,,18.0,,3.0,1.0,4.0,,1.0,,7.0,,,,,2296.0
Kendall,1.0,,1.0,,6.0,6.0,3.0,4.0,5.0,7.0,2.0,,,5.0,12.0,3.0,7.0,7.0,2.0,1.0,1.0,4.0,1.0,14.0,,,,,,10.0,3.0,8.0,11.0,,,11.0,7.0,,,,,,,,,3.0,4.0,16.0,,5.0,19.0,,,,1.0,,1.0,1.0,,4.0,,,,3.0,,,7.0,,2.0,1.0,,,,,,,6.0,15.0,,5.0,2.0,1.0,,2.0,,,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,3.0,5.0,1.0,2.0,1.0,,,,2.0,,1.0,,4.0,8.0,,,,2.0,,2.0,,4.0,,13.0,7.0,,,,,1.0,,7.0,152.0,61.0,45.0,181.0,1.0,,4.0,2.0,8.0,,5.0,,1.0,11.0,1.0,1.0,1.0,,,7.0,3.0,6.0,,,,,1610.0
Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0
Kerr,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,3.0,,,,,,5.0,1.0,2.0,6.0,,,14.0,5.0,,,,,,,1.0,,9.0,2.0,6.0,1.0,2.0,12.0,,,,1.0,,,,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,3.0,5.0,,,,,,2.0,3.0,,1.0,,,,4.0,1.0,,,1.0,,,,,,,,1.0,,,2.0,,,1.0,1.0,,1.0,,,5.0,,,,,,2.0,,2.0,,,1.0,,,1.0,,,,,34.0,10.0,7.0,27.0,,,,1.0,11.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,428.0
Kimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0
King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0
Kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Kleberg,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,3.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,6.0,4.0,2.0,11.0,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,110.0
Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Lamar,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,3.0,2.0,,,,,,,,,1.0,1.0,3.0,2.0,4.0,7.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,2.0,5.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,2.0,1.0,,,,,,1.0,,12.0,12.0,2.0,12.0,,,1.0,,2.0,,,,,1.0,,,,,,,,2.0,,,,,196.0
Lamb,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,36.0
Lampasas,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,1.0,,3.0,,5.0,1.0,,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,,1.0,5.0,,2.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,12.0,1.0,1.0,12.0,,,,,2.0,,1.0,,,1.0,,,,,,,1.0,,,,,,148.0
Lasalle,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Lavaca,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,4.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,5.0,1.0,,1.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,58.0
Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,2.0,1.0,,,,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,10.0,,,,,,,1.0,,,,,,,,,,,,,,,,80.0
Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,44.0
Liberty,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,6.0,,,3.0,3.0,,,,,,,,,,2.0,1.0,,7.0,6.0,,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,9.0,,3.0,1.0,4.0,,,,1.0,,,,,,,,,1.0,,,,,2.0,,1.0,,,,1.0,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,34.0,9.0,4.0,18.0,,,,3.0,3.0,,1.0,,,1.0,,,,,,,,1.0,,,,,290.0
Limestone,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,3.0,,2.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,50.0
Lipscomb,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Live Oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,18.0
Llano,,,,,1.0,,,,,1.0,,,,,,2.0,1.0,2.0,,,,,,1.0,,,,,,3.0,,1.0,2.0,,,1.0,2.0,,,,,,,,,2.0,1.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,2.0,,,,2.0,,1.0,2.0,2.0,,4.0,,,,,,,1.0,3.0,16.0,28.0,10.0,21.0,,,,,3.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,282.0
Loving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Lubbock,,1.0,1.0,,7.0,6.0,1.0,2.0,4.0,5.0,,,,6.0,10.0,,8.0,5.0,1.0,1.0,3.0,2.0,9.0,7.0,,,,,,4.0,3.0,8.0,14.0,,,34.0,20.0,,,,,,1.0,,,6.0,2.0,14.0,,19.0,25.0,,2.0,,2.0,,,,,5.0,,,,8.0,,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,21.0,41.0,,9.0,1.0,11.0,,1.0,,1.0,,3.0,1.0,,8.0,,,,8.0,1.0,,,1.0,4.0,1.0,3.0,3.0,,1.0,3.0,,,3.0,3.0,,3.0,,25.0,24.0,1.0,,,2.0,,6.0,2.0,2.0,,6.0,4.0,,,2.0,,,,7.0,203.0,51.0,37.0,131.0,,,4.0,1.0,20.0,,10.0,,1.0,6.0,,1.0,,,,4.0,16.0,26.0,,,,,1952.0
Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,30.0
Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,40.0
Marion,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,36.0
Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0
Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,20.0
Matagorda,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,,,,,,11.0,1.0,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,92.0
Maverick,,,,,,,,,,,,,,1.0,2.0,,,,,,2.0,,,2.0,,,,,,,,3.0,,,,8.0,4.0,,,,,,,,,,,2.0,,3.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,5.0,1.0,15.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,170.0
McCulloch,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,16.0
McLennan,,2.0,,,1.0,3.0,,,,,,,,4.0,5.0,,3.0,3.0,,1.0,7.0,,,6.0,1.0,,,,1.0,6.0,1.0,14.0,39.0,,4.0,25.0,21.0,,,,,,1.0,,,6.0,9.0,24.0,3.0,27.0,35.0,,3.0,,1.0,,1.0,,,4.0,1.0,,,5.0,,1.0,7.0,,4.0,,,2.0,,,,1.0,14.0,32.0,1.0,20.0,4.0,12.0,,2.0,2.0,2.0,,5.0,1.0,1.0,4.0,1.0,,2.0,6.0,,,,,2.0,,3.0,,,,,,,2.0,,4.0,3.0,,10.0,29.0,,,,2.0,,2.0,2.0,1.0,,12.0,6.0,,,,,,4.0,4.0,218.0,58.0,30.0,174.0,,,2.0,3.0,20.0,,10.0,,3.0,21.0,,,,,,1.0,5.0,6.0,,,,,2056.0
Medina,1.0,,,,1.0,1.0,,1.0,3.0,,,,,2.0,2.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,10.0,12.0,,,16.0,8.0,,,,,,1.0,,,1.0,1.0,4.0,,11.0,10.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,6.0,8.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,48.0,19.0,5.0,41.0,,,1.0,,5.0,,3.0,,,1.0,,,,,,1.0,,1.0,,,,,500.0
Menard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Midland,,,,,,,,,2.0,,,,,4.0,8.0,1.0,1.0,3.0,2.0,,1.0,4.0,2.0,17.0,6.0,,,,,2.0,1.0,3.0,6.0,,1.0,7.0,8.0,,,,,,,,,1.0,2.0,27.0,,4.0,16.0,,2.0,,,,,,,2.0,3.0,,,1.0,,,,,1.0,,,1.0,,,,,8.0,21.0,2.0,2.0,,,,1.0,,1.0,,2.0,,1.0,6.0,4.0,,5.0,,,,,1.0,,1.0,1.0,3.0,,,1.0,,,,,,1.0,,2.0,1.0,,,,,,1.0,1.0,1.0,,2.0,4.0,,,1.0,,,,2.0,83.0,23.0,17.0,55.0,,,3.0,4.0,7.0,,5.0,,,3.0,,1.0,,,,1.0,3.0,7.0,,,,,854.0
Milam,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,,1.0,,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,9.0,1.0,,5.0,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,106.0
Mills,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,7.0,,1.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,1.0,,1.0,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,1.0,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,98.0
Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0
Montague,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,2.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,5.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,76.0
