County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD F-150 LARIAT,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116â€ DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GMC SIERRA EV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAMBORGHINI REVUELTO,LAND ROVER RANGE ROVER,LAND ROVER RANGE ROVER SPORT,LEXUS NX,LEXUS RX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,PORSCHE TAYCAN 4S,PORSCHE TAYCAN TURBO/TURBO S,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Floyd,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,15.0
Foard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Fort Bend,25.0,10.0,7.0,4.0,1.0,91.0,49.0,22.0,76.0,43.0,70.0,3.0,1.0,1.0,67.0,90.0,10.0,62.0,151.0,34.0,33.0,38.0,119.0,14.0,143.0,13.0,,,2.0,11.0,232.0,49.0,100.0,102.0,27.0,6.0,5.0,105.0,155.0,,,1.0,1.0,2.0,5.0,,3.0,24.0,26.0,28.0,170.0,5.0,4.0,50.0,343.0,,17.0,,1.0,3.0,9.0,8.0,,23.0,40.0,4.0,,,65.0,89.0,2.0,205.0,3.0,83.0,21.0,5.0,4.0,2.0,,,15.0,40.0,248.0,2.0,114.0,74.0,57.0,1.0,17.0,7.0,76.0,1.0,18.0,7.0,13.0,7.0,67.0,2.0,37.0,14.0,,44.0,4.0,50.0,,,8.0,5.0,78.0,27.0,104.0,133.0,26.0,1.0,8.0,56.0,16.0,,4.0,16.0,,26.0,,102.0,154.0,,,1.0,43.0,,54.0,28.0,137.0,,,2.0,141.0,65.0,3.0,,8.0,,2.0,17.0,262.0,4182.0,856.0,825.0,6315.0,2.0,,38.0,23.0,84.0,,90.0,,3.0,214.0,17.0,19.0,2.0,,1.0,25.0,52.0,105.0,,,,18512.0
Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,22.0
Freestone,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,7.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,43.0
Frio,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,16.0
Gains,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,7.0,3.0,,5.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,38.0
Galveston,,3.0,,,,11.0,6.0,2.0,4.0,10.0,8.0,,1.0,,17.0,12.0,,18.0,24.0,4.0,3.0,6.0,13.0,1.0,30.0,,,,2.0,4.0,52.0,9.0,20.0,48.0,2.0,3.0,1.0,51.0,25.0,,2.0,,,1.0,4.0,,,1.0,16.0,9.0,62.0,2.0,,22.0,85.0,,15.0,,2.0,,4.0,,,4.0,17.0,,,,12.0,29.0,4.0,31.0,,10.0,7.0,,1.0,,,,4.0,15.0,107.0,,23.0,19.0,26.0,1.0,3.0,2.0,38.0,,2.0,,6.0,,4.0,,9.0,9.0,,12.0,,10.0,,,1.0,1.0,9.0,,11.0,19.0,1.0,,,6.0,5.0,,2.0,5.0,,10.0,,4.0,30.0,,,,9.0,,7.0,5.0,20.0,1.0,,271.0,22.0,21.0,,,2.0,,,5.0,61.0,572.0,172.0,94.0,645.0,,,9.0,7.0,28.0,,26.0,,1.0,39.0,5.0,3.0,3.0,,,9.0,7.0,8.0,,,,3176.0
Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Gillespie,,,,,,2.0,1.0,,,1.0,,,,,,,,2.0,,,,2.0,,,4.0,,,,,,,2.0,1.0,3.0,,,,4.0,3.0,,,,,,,,,,1.0,3.0,8.0,,,4.0,5.0,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,2.0,7.0,,1.0,,,,2.0,,2.0,,1.0,,,2.0,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,3.0,,,,,2.0,,,,1.0,,,1.0,1.0,,,,3.0,6.0,,,,,,1.0,3.0,35.0,10.0,12.0,33.0,,,1.0,,3.0,,3.0,,,2.0,1.0,,,,,,2.0,3.0,,,,202.0
Goliad,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0
Gonzales,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,9.0,,,,,2.0,,,,,,,,,,,,,,,,,37.0
Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,2.0,1.0,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,36.0
Grayson,1.0,,,,,2.0,,,,4.0,1.0,,,,2.0,4.0,,7.0,4.0,2.0,,,,,3.0,,,,,,13.0,6.0,16.0,22.0,5.0,1.0,1.0,23.0,23.0,,,,,,2.0,,1.0,,10.0,1.0,7.0,,1.0,20.0,30.0,,,,,,1.0,,,3.0,2.0,,,,5.0,3.0,1.0,6.0,,1.0,,1.0,,2.0,,,1.0,9.0,27.0,,11.0,3.0,9.0,,3.0,,13.0,,,,1.0,,2.0,,3.0,1.0,,2.0,,,,,,1.0,1.0,,,3.0,,,,,,,1.0,,,4.0,,7.0,17.0,,,,2.0,,1.0,1.0,,,,,5.0,2.0,,,,,,3.0,14.0,156.0,41.0,12.0,134.0,,,,2.0,10.0,,4.0,,,4.0,,,1.0,,,,2.0,4.0,,,,754.0
Gregg,,,,,,1.0,,,,,,,,,2.0,5.0,,1.0,1.0,,1.0,1.0,2.0,,7.0,,,,1.0,,6.0,3.0,3.0,5.0,,1.0,,12.0,9.0,,2.0,,,,1.0,,,,2.0,1.0,9.0,1.0,,8.0,19.0,,,,,,,,,4.0,4.0,,,,3.0,5.0,,,,1.0,,,,,,,,14.0,19.0,,3.0,1.0,7.0,,2.0,,8.0,,,,,1.0,,,2.0,,,1.0,1.0,3.0,,,,,,,2.0,1.0,,,,,,,,,,12.0,,1.0,7.0,,,,,,3.0,1.0,3.0,,,,,2.0,,,1.0,,1.0,,9.0,81.0,29.0,13.0,74.0,,,1.0,,8.0,,6.0,,,3.0,,,,,,,2.0,6.0,,,,449.0
Grimes,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,2.0,,,,,,2.0,,1.0,5.0,1.0,,,3.0,1.0,,,,,,,,,,,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,8.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,18.0,3.0,5.0,19.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,99.0
Guadalupe,1.0,1.0,,,,5.0,3.0,3.0,5.0,4.0,4.0,,,,7.0,7.0,2.0,6.0,5.0,1.0,,1.0,3.0,1.0,7.0,,,,,1.0,21.0,7.0,15.0,18.0,4.0,1.0,,27.0,23.0,,,,,,1.0,,,1.0,3.0,9.0,26.0,,1.0,15.0,50.0,,,,,,1.0,1.0,,2.0,1.0,,,,3.0,1.0,1.0,12.0,1.0,2.0,2.0,,,,,,,10.0,37.0,,3.0,2.0,5.0,2.0,2.0,2.0,11.0,,,,,1.0,,,6.0,2.0,,4.0,,2.0,,,1.0,,1.0,3.0,4.0,4.0,,,1.0,2.0,,,1.0,1.0,1.0,5.0,,4.0,17.0,,,,4.0,,2.0,,,,,,7.0,6.0,,,2.0,,1.0,4.0,15.0,288.0,62.0,30.0,278.0,,,3.0,3.0,16.0,,11.0,,2.0,16.0,2.0,,1.0,,1.0,2.0,3.0,9.0,,,,1218.0
Hale,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,5.0,2.0,,,,,,,,,,,1.0,10.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,4.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,3.0,4.0,,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,58.0
Hamilton,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0
Hardin,,,,,,,,,,,,,,,3.0,3.0,,,1.0,,,1.0,1.0,,1.0,,,,,,3.0,1.0,,2.0,2.0,,,3.0,2.0,,,,,,,,,,,1.0,3.0,,,3.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,6.0,,4.0,1.0,2.0,,,,12.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,25.0,4.0,5.0,18.0,,,,,5.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,137.0
Harris,59.0,59.0,38.0,5.0,3.0,283.0,119.0,88.0,210.0,185.0,232.0,22.0,5.0,3.0,234.0,238.0,29.0,325.0,420.0,88.0,63.0,90.0,302.0,48.0,466.0,27.0,11.0,,10.0,33.0,569.0,130.0,322.0,580.0,68.0,53.0,20.0,482.0,468.0,1.0,6.0,5.0,1.0,4.0,35.0,3.0,8.0,42.0,127.0,143.0,594.0,7.0,6.0,271.0,1021.0,,139.0,,10.0,29.0,36.0,33.0,,69.0,111.0,9.0,,3.0,143.0,218.0,30.0,517.0,4.0,208.0,153.0,5.0,8.0,5.0,10.0,1.0,54.0,343.0,1081.0,8.0,365.0,191.0,253.0,9.0,51.0,17.0,417.0,9.0,67.0,17.0,65.0,25.0,128.0,1.0,92.0,36.0,,150.0,13.0,120.0,2.0,1.0,4.0,7.0,231.0,88.0,243.0,344.0,35.0,2.0,27.0,110.0,49.0,1.0,19.0,85.0,7.0,79.0,,214.0,567.0,,,2.0,169.0,2.0,227.0,96.0,515.0,5.0,2.0,1053.0,595.0,275.0,19.0,,17.0,,10.0,89.0,586.0,10458.0,2518.0,1822.0,10643.0,6.0,,101.0,55.0,358.0,2.0,266.0,1.0,30.0,671.0,73.0,54.0,14.0,,10.0,118.0,234.0,414.0,,,,47539.0
Harrison,,,,,,,,,1.0,,,,,,,1.0,,3.0,,,,,1.0,,3.0,,,,,,,2.0,1.0,3.0,2.0,,,3.0,6.0,,,,,,1.0,,,,,,4.0,,,4.0,5.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,12.0,,,1.0,1.0,,,,6.0,,,,,,,,4.0,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,5.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,26.0,15.0,9.0,31.0,1.0,,1.0,1.0,5.0,,2.0,,,1.0,,,,,,,1.0,2.0,,,,176.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,7.0
Haskell,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,7.0
Hays,,3.0,9.0,,,22.0,4.0,8.0,12.0,19.0,8.0,,,,18.0,24.0,,24.0,53.0,6.0,2.0,6.0,14.0,8.0,61.0,2.0,1.0,,1.0,1.0,21.0,14.0,48.0,69.0,8.0,2.0,3.0,87.0,58.0,,1.0,,1.0,1.0,2.0,,,4.0,19.0,14.0,57.0,1.0,,37.0,125.0,,2.0,,1.0,1.0,2.0,2.0,,4.0,6.0,1.0,,,23.0,7.0,4.0,57.0,,16.0,11.0,1.0,2.0,,,,2.0,14.0,78.0,,27.0,14.0,34.0,2.0,9.0,4.0,36.0,1.0,2.0,1.0,7.0,3.0,4.0,,9.0,8.0,,9.0,1.0,16.0,,,,1.0,8.0,3.0,3.0,8.0,,,1.0,2.0,2.0,,4.0,6.0,,6.0,,12.0,66.0,,,,20.0,,8.0,3.0,22.0,,1.0,59.0,69.0,58.0,,,1.0,,2.0,9.0,62.0,946.0,185.0,127.0,959.0,1.0,,12.0,13.0,54.0,1.0,40.0,,5.0,65.0,7.0,3.0,1.0,1.0,3.0,8.0,24.0,50.0,,,,4240.0
Hemphill,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,7.0
Henderson,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,2.0,,2.0,,,1.0,,,,1.0,1.0,,,,,4.0,2.0,4.0,6.0,,1.0,,10.0,3.0,,,,,,,,,,6.0,1.0,3.0,,,7.0,7.0,,,,,,,,,,1.0,,,,4.0,2.0,,2.0,,2.0,,,1.0,,,,,1.0,11.0,,4.0,,2.0,,,,7.0,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,2.0,,2.0,,1.0,,,,2.0,2.0,,,,,,,3.0,40.0,22.0,4.0,24.0,,,,1.0,8.0,1.0,4.0,,,1.0,,,1.0,,,,1.0,2.0,,,,233.0
Hidalgo,6.0,4.0,1.0,,,12.0,2.0,,14.0,9.0,11.0,1.0,,,28.0,15.0,6.0,16.0,35.0,7.0,1.0,10.0,19.0,1.0,31.0,5.0,,,2.0,3.0,70.0,36.0,19.0,26.0,14.0,2.0,2.0,41.0,40.0,,9.0,1.0,,1.0,3.0,2.0,1.0,4.0,10.0,18.0,139.0,,1.0,12.0,160.0,1.0,7.0,,2.0,,1.0,1.0,,14.0,46.0,3.0,,,8.0,26.0,,40.0,,35.0,4.0,,,1.0,,,3.0,93.0,282.0,,30.0,4.0,12.0,,2.0,1.0,69.0,,8.0,5.0,8.0,2.0,19.0,1.0,7.0,3.0,,8.0,,10.0,,,3.0,,7.0,3.0,9.0,17.0,,,1.0,9.0,1.0,,2.0,2.0,,7.0,,17.0,22.0,,,,7.0,,15.0,6.0,18.0,1.0,,,12.0,9.0,1.0,,4.0,,,3.0,67.0,736.0,116.0,120.0,653.0,,,12.0,7.0,28.0,,24.0,,,32.0,2.0,3.0,,,,3.0,23.0,31.0,,,,3639.0
Hill,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,2.0,1.0,3.0,3.0,,,,4.0,2.0,,1.0,,,,,,1.0,,2.0,,,,,3.0,5.0,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,2.0,6.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,17.0,4.0,4.0,19.0,,,,,6.0,,3.0,,,,,,,,,,,1.0,,,,112.0
Hockley,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,30.0
Hood,1.0,,1.0,,,1.0,,2.0,1.0,4.0,1.0,,,,2.0,3.0,,4.0,3.0,1.0,,,,,10.0,1.0,1.0,,,,5.0,1.0,2.0,8.0,1.0,1.0,,7.0,4.0,,,,,,3.0,,,1.0,3.0,4.0,10.0,1.0,,8.0,14.0,,,,,,,,,,2.0,,,,,,,9.0,,2.0,,1.0,1.0,,,,,1.0,23.0,,7.0,1.0,4.0,,2.0,,18.0,,,1.0,1.0,,1.0,,7.0,1.0,,,,4.0,,,,,,,,1.0,,,,2.0,,,1.0,,,,,3.0,11.0,,,,1.0,,,,1.0,,,,8.0,2.0,,,1.0,,,1.0,10.0,85.0,25.0,8.0,60.0,,,2.0,1.0,7.0,,3.0,,,4.0,,,2.0,,,1.0,3.0,6.0,1.0,,,445.0
Hopkins,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,3.0,,4.0,1.0,,,3.0,4.0,,,,,,,,,,,1.0,1.0,,,3.0,4.0,,,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,5.0,,1.0,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,2.0,29.0,5.0,4.0,10.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,1.0,,,,105.0
Houston,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,26.0
Howard,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,1.0,3.0,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,4.0,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,,8.0,,,,2.0,6.0,,1.0,,,,,1.0,,,,,,1.0,,,,63.0
Hudspeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Hunt,,,,,,,,,,1.0,,,,,4.0,,,3.0,,,,,,,2.0,,,,,,5.0,6.0,7.0,21.0,3.0,2.0,1.0,18.0,7.0,,1.0,,,,1.0,,,,4.0,3.0,4.0,,,9.0,19.0,,1.0,,,,,,,2.0,,,,,2.0,3.0,,5.0,,2.0,,,,1.0,,,,2.0,17.0,,4.0,,5.0,,,,10.0,,,,1.0,,1.0,,4.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,1.0,,2.0,,2.0,4.0,,,,3.0,,2.0,1.0,1.0,,,,,,,,,,,2.0,3.0,112.0,16.0,7.0,75.0,,,1.0,,13.0,,1.0,,1.0,10.0,,,,,,1.0,1.0,,,,,445.0
Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,1.0,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,27.0
Irion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
